"author_name","paper_title"
"Andrea Guidi","Design for auditory imagery: altering instruments to explore performer fluency"
"Andrea Guidi","Quantitative evaluation of aspects of embodiment in new digital musical instruments"
"Andrea M. Frank","A Neural Network Looks at Leonardo’s(?) Salvator Mundi"
"Andrea Martelloni","Percussive Fingerstyle Guitar through the Lens of NIME: an Interview Study"
"Andrea Martelloni","Exploring Experiences with New Musical Instruments through Microphenomenology"
"Andrea Martelloni","Guitar Augmentation for Percussive Fingerstyle: Combining Self-Reflexive Practice and User-Centered Design"
"Andrea Rassell","Nanoart and the Moving Image: Shifts in Perception from Optical Microscopy to Nanoscopy"
"Andrea Rassell","Abstracts from the Spectra 2018 Symposium Part 8: Submolecular"
"Andrea Rassell","Trafficking | Transmission | Translation: Exploring Embodiment as a Mode of Knowledge Construction in Science Art Installations"
"Andrea Schikowitz","Tracing (in)visibilising practices: engaging with simulations for architecture and spatial planning"
"Andrea Wollensak","Open Waters [Northwest Passage | Open Polar Sea | Arctic + Great Lakes Plastic]"
"Andrea Wollensak","Environmental Critical Zones: Reading the Wrack Lines"
"Andrea Wollensak","Water Stories: Visual Poetics and Collective Voices"
"Andreas ""Magnet"" Maier","Enhancing Human Pose Estimation in Ancient Vase Paintings via Perceptually-grounded Style Transfer Learning"
"Andreas Bulling","SUPREYES: SUPer Resolution for EYES Using Implicit Neural Representation Learning"
"Andreas Bulling","Usable and Fast Interactive Mental Face Reconstruction"
"Andreas Fender","PressurePick: Muscle Tension Estimation for Guitar Players Using Unobtrusive Pressure Sensing"
"Andreas Förster","LoopBoxes– Evaluation of a Collaborative Accessible Digital Musical Instrument"
"Andreas Förster","LoopBlocks: Design and Preliminary Evaluation of an Accessible Tangible Musical Step Sequencer"
"Andreas Förster","SnoeSky and SonicDive - Design and Evaluation of Two Accessible Digital Musical Instruments for a SEN School"
"Andreas Giannakoulopoulos","Like real friends do: Communicating on social media with Sophia the robot"
"Andreas Pirchner","Entangled Realities: Emerging Performances of Relating Humans, Sonatars, and Spaces"
"Andreas Sonderegger","Ming Shan Digital Experience: Immersive Technology for Traditional Taoist Meditation"
"Andreas Svensson","New AIR for the Archaeological Process? The Use of 3D Web Semantic for Publishing Archaeological Reports"
"Andrej Učakar","Mobile Serious Game for Enhancing User Experience in Museum"
"Andreja Korošec","Mobile Serious Game for Enhancing User Experience in Museum"
"Andrew Bluff","Hybrid animation production and the dream of flight"
"Andrew Gambardella","gOd, mOther and sOldier: A Story of Oppression, Told through the Lens of AI"
"Andrew Head","FFL: A Language and Live Runtime for Styling and Labeling Typeset Math Formulas"
"Andrew J Johnston","Hybrid animation production and the dream of flight"
"Andrew J Roberts","Exploring Digital Means to Engage Visitors with Roman Culture: Virtual Reality vs. Tangible Interaction"
"Andrew J. Corsa","The Boca Bauhaus Marcel Breuer, BRiC and Lynn University’s NFT museum"
"Andrew Johnston","URack: Modular audio-visual composition with Unity and VCV Rack"
"Andrew Johnston","Gesture and Narrative: Blending Human Performance with Visual Storytelling"
"Andrew Johnston","Reflections on Light: Developing New Methods for Producing Anamorphic Sculpture"
"Andrew Johnston","Opening DAWs to Interactive Music - Making an Orchestra out of Soloists"
"Andrew Johnston","NIME or Mime: A Sound-First Approach to Developing an Audio-Visual Gestural Instrument"
"Andrew Knight-Hill","Top-Rated LABS Abstracts 2021"
"Andrew M Webb","Readymades & Repertoires: Artifact-Mediated Improvisation in Tabletop Role-Playing Games"
"Andrew MacPherson","Agency and Creativity in Musical Interaction for Those Living with Dementia and Cognitive Decline"
"Andrew McMillan","Occupational Therapy Methods in the Design of Accessible Musical Instruments"
"Andrew McPherson","A Scale-Based Ontology of Digital Musical Instrument Design"
"Andrew McPherson","Soma Design for NIME"
"Andrew McPherson","Real-time Timbre Remapping with Differentiable DSP"
"Andrew McPherson","Percussive Fingerstyle Guitar through the Lens of NIME: an Interview Study"
"Andrew McPherson","Beholden to our tools: negotiating with technology while sketching digital instruments"
"Andrew McPherson","Studying Subtle and Detailed Digital Lutherie: Motivational Contexts and Technical Needs"
"Andrew McPherson","From miming to NIMEing: the development of idiomatic gestural language on large scale DMIs"
"Andrew McPherson","Pipeline for recording datasets and running neural networks on the Bela embedded hardware platform"
"Andrew McPherson","Transmitting Digital Lutherie Knowledge: The Rashomon Effect for DMI Designers"
"Andrew McPherson","Being With The Waves: An Ultrasonic Art Installation Enabling Rich Interaction Without Sensors"
"Andrew McPherson","Design for auditory imagery: altering instruments to explore performer fluency"
"Andrew McPherson","Instructions Not Included: Dementia-Friendly Approaches to DMI Design"
"Andrew McPherson","DMI Apprenticeship: Sharing and Replicating Musical Artefacts"
"Andrew McPherson","The M in NIME: Motivic analysis and the case for a musicology of NIME performances"
"Andrew McPherson","The 10,000 Instruments Workshop - (Im)practical Research for Critical Speculation"
"Andrew McPherson","Quantitative evaluation of aspects of embodiment in new digital musical instruments"
"Andrew McPherson","Exploring Experiences with New Musical Instruments through Microphenomenology"
"Andrew McPherson","Guitar Augmentation for Percussive Fingerstyle: Combining Self-Reflexive Practice and User-Centered Design"
"Andrew McPherson","Dialogic Design of Accessible Digital Musical Instruments: Investigating Performer Experience"
"Andrew P. McPherson","Self-Sabotage Workshop: a starting point to unravel sabotaging of instruments as a design practice"
"Andrew P. McPherson","A Self-Sensing Haptic Actuator for Tactile Interaction with Physical Modelling Synthesis"
"Andrew P. McPherson","Surface Electromyography for Direct Vocal Control"
"Andrew P. McPherson","A NIME of the Times: Developing an Outward-Looking Political Agenda For This Community"
"Andrew P. McPherson","Exploring the (un)ambiguous Guitar: A Qualitative Study on the use of Gesture Disambiguation in Augmented Instrument Design"
"Andrew P. McPherson","Digital Musical Instruments as Research Products"
"Andrew P. McPherson","A platform for low-latency continuous keyboard sensing and sound generation"
"Andrew Perkis","Narrative's impact on quality of experience in digital storytelling"
"Andrew Piepenbrink","SQUISHBOI: A Multidimensional Controller for Complex Musical Interactions using Machine Learning"
"Andrew R. Brown","On Board Call: A Gestural Wildlife Imitation Machine"
"Andrew R. Brown","Hand Turned Synthesis: A One Chip Exploration of CMOS Electronics"
"Andrew R. Brown","Cooperative Experimentalism: Sharing to enhance electronic media"
"Andrew Richardson","Mapping Light. Data Impressionism."
"Andrew Robertson","Real-time Timbre Remapping with Differentiable DSP"
"Andrew Starner","Remote viewing: a brief historical inquiry into theatre and social distance"
"Andrew Vande Moere","Co-gnito: a Participatory Physicalization Game for Urban Mental Mapping"
"Andrew Westerside","Wrestling with technology: audiences, politics and the ecosystems of attendance during COVID-19"
"Andrew Zhu Aday","ChuGL: Unified Audiovisual Programming in ChucK"
"Andriy Kanyuka","Olio: A Semantic Search Interface for Data Repositories"
"André Castanho","All the Sites: Fragments of a Close Landscape"
"André Holzapfel","Laser Phase Synthesis"
"André P. Czegledy","One + One = Three: The Added Value of Dual Degrees in Higher Education"
"André Perrotta","Serious Games for Physical Rehabilitation: Aesthetic discrepancies between custom-made serious games and commercial titles used for healthcare"
"André Rabello Mestre","Finding Art and the Art of Finding: O que vos nunca cuidei a dizer"
"André Rabello-Mestre","The Soundlapse Project: Exploring Spatiotemporal Features of Wetland Soundscapes"
"André Zenner","Turn-It-Up: Rendering Resistance for Knobs in Virtual Reality through Undetectable Pseudo-Haptics"
"Andrés Basantes","Missing the hubbub: Memory and identity in interactive audios"
"Andrés Burbano","Introducing the SIGGRAPH 2020 Art Papers"
"Andrés Felipe Roldán","SPATIAL INSTALLATIONS FROM INCIDENTS OF LIGHTS AND SHADOWS APPLIED IN ARCHITECTURE TEACHING"
"Andrés Lucero","Chatbots Facilitating Consensus-Building in Asynchronous Co-Design"
"Andrés Villa Torres","An Ontological Approach for Unlocking the Colonial Archive"
"Andy Bennett","Cooperative Experimentalism: Sharing to enhance electronic media"
"Andy DiLallo","Resonant Waves: Immersed in Geometry"
"Andy Hudson-Smith","Mobile Communications Technologies in Tree Time: The Listening Wood"
"Andy Hudson-Smith","Exploring the Materiality of Augmented Reality Markers through Arts-Led Cocreation: Drawing, Weaving, and Tiling"
"Andy Slater","Unseen Sound: One Step into the Blind Future (Academic Access Version)"
"Angadbir Singh Kakkar","More than human: Analysing Edward Weyland as a post-human self-humanizing vehicle in Suzy McKee Charnas’s The Vampire Tapestry"
"Angel Lartigue","Science at the Club: Putrefaction as an artistic medium"
"Angel Villar-Corrales","Enhancing Human Pose Estimation in Ancient Vase Paintings via Perceptually-grounded Style Transfer Learning"
"Angel Yuan","DiLogics: Creating Web Automation Programs with Diverse Logics"
"Angela Brennecke","Interaction Taxonomy for Sequencer-Based Music Performances"
"Angela Brennecke","ClimaSynth: Enhancing Environmental Perception through Climate Change Sonic Interaction"
"Angela Vujic","Joie: a Joy-based Brain-Computer Interface (BCI)"
"Angelo Mario del Grosso","Describing Inscriptions of Ancient Italy. The ItAnt Project and Its Information Encoding Process"
"Angelo Vermeulen","Co-creation Towards the Post-Anthropocene"
"Angenette Spalink","Parks as performance: wilderness and colonial ecological violence in ""The Hidden Worlds of the National Parks"""
"Angie Black","A Mani-Pedi-Anti-Counter-FESTO for Queer Screen Production Practice"
"Angus G. Forbes","Visualizing Life in the Deep: A Creative Pipeline for Data-Driven Animations to Facilitate Marine Mammal Research, Outreach, and Conservation"
"Angus G. Forbes","Sifting Strands"
"Angus G. Forbes","Stepping Inside the Classification Cube: An Intimate Interaction with an AI System"
"Angus G. Forbes","Resonant Waves: Immersed in Geometry"
"Anhong Guo","BrushLens: Hardware Interaction Proxies for Accessible Touchscreen Interface Actuation"
"Anhong Guo","OmniScribe: Authoring Immersive Audio Descriptions for 360° Videos"
"Anhong Guo","Hacking, Switching, Combining: Understanding and Supporting DIY Assistive Technology Design by Blind People"
"Ani Barseghyan","Dynamic Paintings: Real-Time Interactive Artworks in Web"
"Anika Jessup","Cybernetics, design and regenerative economics"
"Anika Sayara","GestureCanvas: A Programming by Demonstration System for Prototyping Compound Freehand Interaction in VR"
"Aniket Kittur","Synergi: A Mixed-Initiative System for Scholarly Synthesis and Sensemaking"
"Anil Süvari","Virtual Reconstruction with the Augmented Reality Technology of the Cultural Heritage Components that have Disappeared: The Ayazini Virgin Mary Church"
"Anindita Septiarini","The Hybrid Features and Supervised Learning for Batik Pattern Classification"
"Anitamalina Regitse Tranberg","Algorithmic Ways of Seeing: Using Object Detection to Facilitate Art Exploration"
"Anju Niwata","""Rebooting memories"": creating ""flow"" and inheriting memories from colorized photographs"
"Ankita Patel","The Myths of Our Time: Fake News"
"Ann Elias","Freak Pictures, Fly Fishers, and Optical Illusions: Historical Antecedents of the Science of Fish Vision"
"Ann Paradiso","DuoRhythmo: Design and remote user experience evaluation (UXE) of a collaborative accessible digital musical interface (CADMI) for people with ALS (PALS)"
"Ann Paradiso","Cyclops: Designing an Eye-Controlled Instrument for Accessibility and Flexible Use"
"Anna Dumitriu","Fermenting Futures: An Artistic Exploration of Yeast Biotechnology"
"Anna Dumitriu","An Alchemy of DNA: Exploring the Chemistry of Biology through Bioart"
"Anna Dumitriu","Unruly objects: NFTs, blockchain technologies and bio-conservation"
"Anna Feit","Towards Flexible and Robust User Interface Adaptations With Multiple Objectives"
"Anna Forgette","Speakers, More Speakers!!! – Developing Interactive, Distributed, Smartphone-Based, Immersive Experiences for Music and Art"
"Anna Ledgard","Defining the Role of “Relational Producer” in Arts-and-Health Collaborations in Hospitals"
"Anna Madeleine Raupach","Temporal hybrids: using augmented reality to re-imagine the affordances of natural objects"
"Anna Maj","Forgotten Pioneers of Media Art: Laboratory of Presentation Techniques"
"Anna Makrzanowska","Bio-camera and bio-screen: inclusive use of smartphone in the context of performer training"
