"name","is_institution","formal_version","chinese_name","related_university"
"Université Grenoble Alpes",False,"Université Grenoble Alpes","格勒诺布尔-阿尔卑斯大学",NULL
"Université Laval",False,"Université Laval","拉瓦尔大学",NULL
"Université Paris 1 Panthéon-Sorbonne",False,"Université Paris 1 Panthéon-Sorbonne","巴黎第一大学",NULL
"Université Paris 8",False,"Université Paris 8","巴黎第八大学",NULL
"Université Paris Cité",False,"Université Paris Cité","巴黎西岱大学",NULL
"Université Paris Nanterre",False,"Université Paris Nanterre","巴黎南泰尔大学",NULL
"Université Paris Sud",False,"Paris-Sud University","巴黎第十一大学",NULL
"Université Paris-Saclay",False,"Université Paris-Saclay","巴黎萨克雷大学",NULL
"Université Savoie Mont Blanc",False,"Université Savoie Mont Blanc","萨瓦-勃朗峰大学",NULL
"Université Toulouse – Jean Jaurès",False,"Université Toulouse – Jean Jaurès","图卢兹让·饶勒斯大学",NULL
"Uppsala University",False,"Uppsala University","乌普萨拉大学",NULL
"UPV/EHU University of the Basque Country",False,"UPV/EHU University of the Basque Country","巴斯克地区大学",NULL
"Ural Federal University",False,"Ural Federal University","乌拉尔联邦大学",NULL
"Urban Bee Lab Brussels",True,"Urban Bee Lab Brussels","Urban Bee Lab Brussels",NULL
"UserTesting, Inc.",True,"UserTesting, Inc.","UserTesting公司",NULL
"Utkal University",False,"Utkal University","乌特卡尔大学",NULL
"Utrecht University",False,"Utrecht University","乌特勒支大学",NULL
"VALIE EXPORT Center",True,"VALIE EXPORT Center","瓦莉·埃克斯波特中心",NULL
"Vallais School of Art",True,"Vallais School of Art","瓦莱艺术学院",NULL
"Vancouver",True,"Vancouver","温哥华",NULL
"Vanderbilt University",False,"Vanderbilt University","范德堡大学",NULL
"Vanilla Five Creative Inc.",True,"Vanilla Five Creative Inc.","Vanilla Five Creative公司",NULL
"VibInt Limited",True,"VibInt Limited","VibInt有限公司",NULL
"Victoria & Albert Museum",True,"Victoria & Albert Museum","维多利亚与阿尔伯特博物馆",NULL
"Victoria University of Wellington",False,"Victoria University of Wellington","惠灵顿维多利亚大学",NULL
"Vienna",True,"Vienna","维也纳",NULL
"Vietnam National University, Hanoi",False,"Vietnam National University, Hanoi","越南国家大学河内分校",NULL
"Virginia Commonwealth University",False,"Virginia Commonwealth University","弗吉尼亚联邦大学",NULL
"Virginia Polytechnic Institute and State University",False,"Virginia Polytechnic Institute and State University","弗吉尼亚理工大学",NULL
"Visage Technologies",True,"Visage Technologies","Visage技术公司",NULL
"VLab",True,"VLab","VLab实验室",NULL
"Volograms Limited",True,"Volograms Limited","Volograms Limited",NULL
"Walailak University",False,"Walailak University","瓦莱拉克大学",NULL
"Washington State University",False,"Washington State University","华盛顿州立大学",NULL
"Washington State University Vancouver",False,"Washington State University Vancouver","华盛顿州立大学温哥华分校",NULL
"Washington University in St. Louis",False,"Washington University in St. Louis","圣路易斯华盛顿大学",NULL
"WeChat AI, Tencent Inc",True,"WeChat AI, Tencent Inc","微信AI，腾讯公司",NULL
"Wellesley College",False,"Wellesley College","韦尔斯利学院",NULL
"WeSound",True,"WeSound","WeSound",NULL
"Western Sydney University",False,"Western Sydney University","西悉尼大学",NULL
"Wichita State University",False,"Wichita State University","威奇托州立大学",NULL
"Wikimedia Foundation",True,"Wikimedia Foundation","维基媒体基金会",NULL
"Wildlife Technology Frontiers",True,"Wildlife Technology Frontiers","野生动物技术前沿研究机构",NULL
"Wilfrid Laurier University",False,"Wilfrid Laurier University","威尔弗里德·劳里埃大学",NULL
"Worcester Polytechnic Institute",False,"Worcester Polytechnic Institute","伍斯特理工学院",NULL
"Wuhan University",False,"Wuhan University","武汉大学",NULL
"Wuhan University of Technology",False,"Wuhan University of Technology","武汉理工大学",NULL
"Xi'an Jiaotong-Liverpool University",False,"Xi'an Jiaotong-Liverpool University","西交利物浦大学",NULL
"Xiamen University",False,"Xiamen University","厦门大学",NULL
"Xiangtan University",False,"Xiangtan University","湘潭大学",NULL
"Xi’an Polytechnic University",False,"Xi’an Polytechnic University","西安工程大学",NULL
"Xi’an University of Science and Technology",False,"Xi’an University of Science and Technology","西安科技大学",NULL
"XR Stories",True,"XR Stories","XR Stories","University of York"
"Yale University",False,"Yale University","耶鲁大学",NULL
"Yanshan University",False,"Yanshan University","燕山大学",NULL
"YCAM",True,"YCAM","山口信息艺术中心",NULL
"Yes We Cannibal",True,"Yes We Cannibal","Yes We Cannibal",NULL
"Yildiz Technical University",False,"Yildiz Technical University","耶尔德兹技术大学",NULL
"Yonsei University",False,"Yonsei University","延世大学",NULL
"Z Lab",True,"Z Lab","Z实验室",NULL
"Zhejiang Conservatory of Music",False,"Zhejiang Conservatory of Music","浙江音乐学院",NULL
"Zhejiang Sci-Tech University",False,"Zhejiang Sci-Tech University","浙江理工大学",NULL
"Zhejiang University",False,"Zhejiang University","浙江大学",NULL
"Zoï Kapoula",True,"Zoï Kapoula","Zoï Kapoula",NULL
"ZU-UK",True,"ZU-UK","ZU-UK艺术组织",NULL
"Zurich University of the Arts",False,"Zurich University of the Arts","苏黎世艺术大学",NULL
"Zuse Institute Berlin",True,"Zuse Institute Berlin","柏林祖斯研究所","Freie Universität Berlin"
"Zuyd University of Applied Sciences",False,"Zuyd University of Applied Sciences","泽伊德应用科学大学",NULL
"École de Technologie Supérieure",False,"École de Technologie Supérieure","高等技术学院",NULL
"École des Arts Décoratifs – PSL",False,"École des Arts Décoratifs – PSL","巴黎装饰艺术学院（PSL）",NULL
"École Nationale Polytechnique",False,"École Nationale Polytechnique","法国国立理工学院",NULL
"École nationale supérieure des arts décoratifs",False,"École nationale supérieure des arts décoratifs","国立高等装饰艺术学院",NULL
"École nationale supérieure des Beaux-Arts",False,"École nationale supérieure des Beaux-Arts","国立高等美术学院",NULL
"École Normale Supérieure Paris-Saclay",False,"École Normale Supérieure Paris-Saclay","巴黎萨克雷高等师范学院",NULL
"École Polytechnique d’Architecture et d’Urbanisme",False,"École Polytechnique d’Architecture et d’Urbanisme","法国国立建筑与城市规划学院",NULL
"École Polytechnique Fédérale de Lausanne",False,"École Polytechnique Fédérale de Lausanne","洛桑联邦理工学院",NULL
"École Supérieure d'Art d'Aix-en-Provence",False,"École Supérieure d'Art d'Aix-en-Provence","艾克斯普罗旺斯高等艺术学院",NULL
"Østfold University College",False,"Østfold University College","东福尔大学学院",NULL
"İstanbul Bilgi University",False,"İstanbul Bilgi University","伊斯坦布尔比尔吉大学",NULL
"Ștefan cel Mare University of Suceava",False,"Ștefan cel Mare University of Suceava","苏恰瓦斯特凡大帝大学",NULL
"“Ion Mincu” University of Architecture and Urban Planning",False,"“Ion Mincu” University of Architecture and Urban Planning","“扬·明库”建筑与城市规划大学",NULL
